comment_er,level,comment_time,caption,content,support,object,feedback
寂寞の亡,较差,2021-09-24 17:43:33,我早早的就看穿了冈本大爷（内含剧透）,朋友们我看完了，我来吐槽一下这部剧。以下涉及剧透我先讲我为什么第二集就怀疑冈本大爷有问题，其实用到的两点依据都来自第一集：1这游戏从主角456打完电话马上就开始来看，主角是最后一个招募者，他们的排号顺序是按照时间排序的，那我产生第一个疑问，这个看起来就像空巢,1,,4回应
万恶萝卜,还行,2021-09-24 15:16:25,鱿鱼游戏就是一场综艺,中秋假期终于把《鱿鱼游戏》补完了。看的时候，总觉得有种怪怪的感觉，但又说不出到底哪里怪。等到第六集，看到了那种回到上世纪的搭景，我终于明白了，我原来是在看综艺节目阿！这不就是我们经常看到的国内各种综艺节目吗？穿越回上世纪的年代，大家一起玩玩游戏，中间要有谋,,,1回应
枫橙,还行,2021-09-24 14:07:21,男主是人性？是、又不完全是,看到有人说“男主这才是真实的人性，一边善一边人性本能。小孩子才追求好坏。”我觉得这么说不完全正确。假设导演是想表现一个这样的人设，男主满口仁义道德，救死扶伤(撇开一些妻儿老母的剧情说)，到了生命关头知道自己终究逃脱不出人性害了老爷子，那么为什么男主在最,,,0回应
π,还行,2021-09-24 14:06:37,男主是真的小丑，字面意思的小丑,看完能理解为什么开始分高后来一直降了，看完只觉得第六集可以打高分第一局游戏不告诉参赛者会死人显得之后的辩解根本不够有理有据警察的戏份有何意义？？？？？？？代表不了任何一种立场，对剧情也几乎没有任何影响倒数第二关通关后碎玻璃还扎到了姜晓这个情节太生硬了，搞,1,,1回应
初恋这件小事,暂无评价,2021-09-21 14:46:05,比鬼神更可怕的是人心,花了两天时间把《鱿鱼游戏》九集追完了。和普通的大逃杀剧本不同，韩国编剧在剧情方面倒是比较新颖，放眼在了童年游戏上。123木头人，拔河，跳房子，弹珠等都是大部分人小时候玩过的游戏，当大家还在温馨自我回忆童年时，剧情却画面一转直坠地狱。比鬼神更可怕的，是人心。（,,,0回应
不停者,还行,2021-09-24 13:32:47,看完前三集的一点小想法,感觉还不错（也可能是看得少），每集都很精彩。对于这些欠债的人来说，外面是地狱，里面也是地狱，里面还有可能生存下来，拿到几百亿的奖金，所以中途退出的绝大多数又回来了。感觉这展现了欠债人的真实想法，真的是走投无路。这些游戏，都是小的时候玩过的，这样设置可能是不,,,0回应
花开有度,力荐,2021-09-24 13:32:23,日暮东风怨啼鸟，落花犹似坠楼人,鱿鱼游戏这部片子，我个人给5分，我觉得这部片子很好的一点就是在剧情的反转设置上面，最典型的就是第六集，如果按照国产影视剧的拍法，估计要么男主主动让出弹珠给老人，要么老人主动让出弹珠给男主，至多加一到两次反转，但是这部片子拍摄的就很精彩，转折令人难以猜测却又让,1,,0回应
我是肖喜多,暂无评价,2021-09-24 12:38:52,凋零之前，她们互换了姓名——写给姜晓和智英,姜晓和智英永远沉睡在了孤岛的地心，被无边的海浪包围，这片水域大概也会流经济州岛吧，带着少女未完的梦想，去看这肮脏又美好的世界……对于《鱿鱼游戏》本身，200多篇剧评夸赞的吐槽的解构的剧透的，该说想说能说的都在其中。我给它三星半，一星给场景一星给演员一星给配角,8,,4回应
酥黑犟,推荐,2021-09-24 11:20:41,（一）一个儿童游戏，三个符号概括了所有,开始看这部剧的时候就对《鱿鱼游戏》这个名字感到非常迷惑当看完第一集片头那段游戏以后，还以为是在韩国儿童玩的游戏中，比较有代表性，大家都玩过的一种虽然不知道“鱿鱼游戏”是否在韩国儿童玩的游戏中有代表性，但它对于社会来说却非常有代表性！社会是一个非常复杂的东,1,,4回应
音量控制,推荐,2021-09-23 15:59:54,近期韩剧能看的也就这场游戏了（含部分剧透）,其实剧集的走向很明显，很多情节都能猜到，例如男主会一路躺赢，男二会成为活得最久的工具人，女主会和男主一边，老外阿里会被背叛内部消化掉，黑社会德秀会被女混混干掉，女孩会自杀来让女主活，老头就是幕后操控手等等。细节早就铺垫好，既没什么意外，同样也就没什么紧张感,2,,1回应
呼唤大麦,推荐,2021-09-24 10:22:59,其实就是老赖受难咸鱼翻身记,（本评有关键处剧透，未看的朋友请移步）首先和大多数看过的朋友鉴定一致，本剧奈飞主导，投资充足，卡司云集，导演靠谱，爽剧无疑，挺过瘾，但无二刷冲动。原因是剧情走向太明显了。很多情节暗示过多，煽情戏也频繁了些。比如：我前几集就判断出001老爷疑似幕后大佬，因为12,,,0回应
夜色哪里都是美,推荐,2021-09-24 08:58:30,关于bug的吐槽,首先这么大一个犯罪集团每次征集这么多人参加这个“死亡游戏”，那么每年这么多人失踪难道没人报案吗？韩国警方不管吗？就说像男主那样来报案很扯，但是多次有相同说辞的人来报案警察还是会引起重视的。而且里面关关就工作人员就那么多了，很难保证不走漏一点风声。另外男主是,,,0回应
卡德加的胡须,较差,2021-09-24 04:33:01,我觉得有必要解释一下影视作品为什么需要逻辑,这个剧，前面还不错，最后两集崩了。崩的原因不是别的，因为男主人设崩了。男主人设崩了，换句话说，就是男主人设的逻辑，崩了。一部影视作品，一定需要一个逻辑。换句话说，如果需要得到观众的共情和代入，那么就需要一个符合正常人理解范围的逻辑。注意：“剧情逻辑”跟,8,,27回应
埋骨,还行,2021-09-24 03:08:45,观后感：剧虽崩，但还行。还算客观的分析（第一次写评论）。,看完回头想想，这剧崩的原因大概出在编剧和导演想法不统一上。整部剧打算把一个市井混蛋升华成大彻大悟的好人，可却花了大篇幅来写各种游戏的花样用以博眼球，又挤不出更多的钱来拍主角的心路历程。结果嘛，崩了。大概编剧想写感情文戏，导演想拍场景武戏，结果资金紧张集数有,,,0回应
丁丁,力荐,2021-09-24 02:24:06,关于第五关的想法，一个都不用死!,我就想知道为什么都在跳那个玻璃?从中间两个红色的杠杠上走不好吗？即使玻璃碎了踩在红杠上也不会掉下去啊！有没有同感的！或者能睡服我的?怎么才能140字啊？以前没有啊，短评不能发吗？我就想知道为什么都在跳那个玻璃?从中间两个红色的杠杠上走不好吗？即使玻璃碎了踩在红杠,,2,11回应
ohha,还行,2021-09-24 01:11:36,难得质量一般的Netflix韩剧,这两年看了不少韩剧以及Netflix合作的韩剧日剧，这部属于整体质量一般，当前7.8的评分可能还略高了些，下面说说理由。首先，作为一部大逃杀式的游戏型悬疑惊悚剧，谈人性谈价值观的篇幅就不能太长，也不能成为把剧立起来的核心，只能是潜在的体现一下，让观众感受得到即可。原,1,,0回应
Mixix,力荐,2021-09-24 01:08:37,鱿鱼游戏请大家帮忙解解谜（期待第二部）,说实话，这一部有很多事情没有交代清楚，或者说有很多事我没看明白，看懂的朋友们可以在下面给我留言回答一下哈~第一件事，为什么老头是001，男主角是456，是否一开始男主角就是被内定的冠军？第二件事，老头说是创造游戏是因为自己和同行们无聊，为了找乐子。但是游戏里又强,,,2回应
夏一清,暂无评价,2021-09-24 00:59:41,说字太多了 所以只能开个贴来写,1.讲真一开始没认出李政宰…这个人设简直颠覆，什么圣父啊这是…关键可以拿自己七十的老母起誓、把给女儿买礼物的钱用来赌马，从不关心母亲的身体连母亲罹患绝症都不知道…最后的最后，说去看女儿，也食言了…看到姜晓（第一集偷了他赌马赢的钱的人）死那哭的…比看到自己母,1,,2回应
江湖骗子,推荐,2021-09-24 00:41:03,不好不坏，但总觉得被骗了,看完了，真是受不了一群杀人犯在那感慨人间冷暖，有钱真无趣什么的，这结尾至少扣一星。演员演技炸裂，李政宰更是换了一张脸的感觉，可惜这个主角人设就是个垃圾，完全自相矛盾，伪善自私自利啃老赌博却一直想要包装成善良的热心市民，真是脸都不要了，鱿鱼游戏最后那一下给我,,,0回应
折若木,暂无评价,2021-09-24 00:22:20,吐槽一下,男主实在是无能又不负责到让人生气，母亲生病急需用钱，前妻丈夫肯给钱已经很好了，男主这个时候倒突然想起要面子了，嘿，就不要你钱，就要去参加个生死未卜的游戏，就是要让老母亲在那里受病痛折磨，服然后警察的操作也是非常神奇，上了车，啥理由没有，就先杀个工作人员。？,,,1回应
五香味的大猪蹄,推荐,2021-09-24 00:07:36,麻辣鱿鱼的自述（全剧透）,我是个代驾，爱好是赌马，目前欠着高利贷。我拿着妈妈给我用来给我女儿买炸鸡的钱用来赌马，好在我赢了。不过路上遇到一个小偷把我的钱都偷走了，还遇到了我的债主，他们要我的一只眼睛和一个肾，不过我还是相信相信人性是善良的。后来我在地铁里遇到一个人，他要和我玩打我一,2,,2回应
走鬼神探,推荐,2021-09-23 23:57:15,《大逃钉》+《饥饿游戏》，下一季猜想,一直很喜欢这种题材的电影，本片也很带感，电影咖拍电视剧演技绝对有保障，剧情硬伤肯定有，虽是生死大战，但游戏设置还是太简单和幼稚。期待会有下一季，但评分偏低可能会影响下一季的计划。如果会有下一季，大胆猜想：1、自古男主多作死，男主是一定会回到岛上，希望不会是第,,,0回应
Rayy,力荐,2021-09-23 23:51:46,极度膨胀的欲望，驱使着人们参与血腥残暴的“鱿鱼游戏”,还记得哥哥桌子上的两本书吗？一本是《欲望理论》，一本是《雷内玛格丽特》欲望与本性相交，又包括梦想与贪欲。而雷内玛格丽特，则是一个超现实主义画家。描写潜意识的矛盾现象，把生与死，过去与未来，真实与幻觉统一起来。游戏参与者，都是家破人亡失魂落魄穷困潦倒的人,3,,0回应
妙介子,暂无评价,2021-09-23 18:15:59,儿时游戏变梦魇——《鱿鱼游戏》,今天聊聊韩剧《鱿鱼游戏》。片名SquidGame/RoundSix(2021)，别名第六轮。9月17日，流媒体大厂Netflix在全球190个国家地区上线了电影《熔炉》导演黄东赫的全新原创剧集《鱿鱼游戏》，故事聚焦人性原始欲望和社会阶级鸿沟，引发广大剧迷的深深共鸣。一群人为了456亿韩元,,,0回应
享受视听,暂无评价,2021-09-23 22:50:57,站在001号的视角看这部片子,在最后一集中，老人家说有钱人和穷人都有一个共同点就是生活会非常无趣。站在老人视角，怀念儿时的童趣和美好回忆固然理所应当，就连我一个小年轻都感觉儿时玩耍时无比美好。但背后的原因是否还没有被挖掘？能做出这个游戏必然有不同于常人的经历，否则作为全场极为重要的人物,,,0回应
